row ID,row m/z,row retention time,221102_LFX_OK_4_blank_DMSO_1_P1_neg.mzML Peak area,221110_OK_OK_87_OK3_19_V107998_1_neg_PF_taxosel_P1.mzML Peak area
1,207.93072509765625,0.22848333333333332,3.2208244E7,0.0
10,256.8461608886719,0.2874833333333333,0.0,490155.625
100,523.2557983398438,2.7011666666666665,0.0,320002.15625
101,112.98435974121094,2.7095833333333332,2305577.75,0.0
102,459.1910400390625,2.752083333333333,0.0,690041.1875
103,465.208251953125,2.752083333333333,0.0,243514.46875
104,329.2331237792969,2.7622833333333334,0.0,3.1594178E7
105,397.2203369140625,2.7622833333333334,0.0,2130545.25
106,659.4733276367188,2.7622833333333334,0.0,364908.59375
107,229.1439971923828,2.816133333333333,0.0,833876.0625
108,345.2280578613281,2.8258,0.0,1075124.5
109,173.1172332763672,2.8258,0.0,850723.125
11,116.92735290527344,0.29624999999999996,1.9496218E7,0.0
110,303.2176513671875,2.835383333333333,0.0,264138.3125
111,175.9586181640625,2.8745333333333334,347692.84375,0.0
112,239.12838745117188,2.884916666666667,0.0,749707.4375
113,174.95523071289062,2.9050333333333334,9551594.0,0.0
114,187.1330108642578,3.0042,0.0,4608354.0
115,315.1813049316406,3.0042,0.0,647455.5
116,327.2176818847656,3.0485166666666665,0.0,1295518.5
117,397.22113037109375,3.0485166666666665,0.0,663303.375
118,403.23345947265625,3.0485166666666665,0.0,270242.6875
119,429.2491455078125,3.1927333333333334,0.0,273524.0
12,110.95675659179688,0.3061833333333333,5318610.0,0.0
120,553.266845703125,3.22275,0.0,1825612.25
121,507.26080322265625,3.22275,0.0,1706286.875
122,371.2436828613281,3.2624666666666666,0.0,395338.40625
123,329.1970520019531,3.2751666666666663,0.0,1292788.875
124,187.133056640625,3.2751666666666663,0.0,881520.0625
125,325.20196533203125,3.3260333333333336,0.0,2282482.0
126,447.1342468261719,3.3260333333333336,0.0,913556.5625
127,293.1758728027344,3.3794166666666663,0.0,1447199.75
128,293.17608642578125,3.3873166666666665,548782.5,0.0
129,337.1081237792969,3.389616666666667,0.0,345286.25
13,116.92721557617188,0.30785,0.0,1.5868743E7
130,331.2487487792969,3.4280166666666667,0.0,6065689.0
131,291.1600341796875,3.4280166666666667,0.0,1457552.5
132,381.22760009765625,3.4280166666666667,0.0,481792.9375
133,399.2361755371094,3.4280166666666667,0.0,359106.25
134,391.2123107910156,3.4621166666666667,0.0,1361470.375
135,573.3641967773438,3.4722999999999997,0.0,380186.125
136,311.2228088378906,3.4822333333333333,0.0,4485949.0
137,335.2227783203125,3.5015333333333336,0.0,856871.9375
138,363.1811218261719,3.5117,0.0,617592.6875
139,331.2489013671875,3.5321166666666666,0.0,5495673.5
14,110.95665740966797,0.30785,0.0,6376576.5
140,533.3482055664062,3.542333333333333,0.0,684318.6875
141,399.2374572753906,3.542333333333333,0.0,589196.3125
142,315.181396484375,3.5610166666666667,0.0,377801.1875
143,339.1236267089844,3.5808000000000004,0.0,467593.34375
144,577.32275390625,3.66525,0.0,392822.1875
145,499.3279113769531,3.6983333333333333,0.0,703866.5625
146,431.18402099609375,3.7384166666666667,0.0,542898.1875
147,375.17901611328125,3.758783333333333,0.0,358139.5
148,459.202392578125,3.772483333333333,0.0,1053650.625
149,293.17584228515625,3.8114,0.0,1858435.875
15,216.8532257080078,0.30785,0.0,1142896.25
150,385.259521484375,3.821566666666667,0.0,1041243.25
151,435.29620361328125,3.821566666666667,0.0,577279.625
152,307.1915283203125,3.860716666666667,0.0,8613604.0
153,579.338623046875,3.8811000000000004,0.0,496535.125
154,333.2070617675781,3.8912833333333334,0.0,3341242.75
155,491.2660827636719,3.8912833333333334,0.0,2514918.25
156,537.2716674804688,3.8912833333333334,0.0,2453665.0
157,325.1841125488281,3.921866666666667,0.0,443860.0
158,347.1851806640625,3.935583333333333,0.0,1855358.25
159,359.2075500488281,3.935583333333333,0.0,735293.1875
16,187.88807678222656,0.3156833333333333,833407.8125,0.0
160,347.1998291015625,4.034833333333333,0.0,1037802.0625
161,313.0787658691406,4.066283333333334,317284.53125,0.0
162,315.25384521484375,4.075583333333333,0.0,1.8035362E7
163,383.2414245605469,4.075583333333333,0.0,956462.125
164,309.2071838378906,4.075583333333333,0.0,801360.1875
165,577.322998046875,4.107516666666666,0.0,1211030.25
166,414.134521484375,4.1272166666666665,0.0,582785.25
167,369.136962890625,4.1272166666666665,0.0,491155.53125
168,269.2120361328125,4.136783333333333,0.0,2.1441998E7
169,337.1996154785156,4.136783333333333,0.0,1330059.875
17,188.8867645263672,0.31638333333333335,0.0,832620.3125
170,116.92716217041016,4.1871,0.0,4113072.5
171,331.19134521484375,4.1871,0.0,1523831.625
172,415.26983642578125,4.197266666666667,0.0,1237809.5
173,369.2642822265625,4.197266666666667,0.0,410198.15625
174,313.2384033203125,4.246883333333333,0.0,1.1907218E7
175,297.15283203125,4.246883333333333,0.0,1235303.875
176,277.144287109375,4.246883333333333,0.0,948018.8125
177,604.3700561523438,4.246883333333333,0.0,742453.125
178,291.1965026855469,4.246883333333333,0.0,572329.125
179,265.14794921875,4.253533333333333,788349.1875,0.0
18,144.92245483398438,0.3257333333333333,6074631.0,0.0
180,297.1531066894531,4.2637,815176.0,0.0
181,267.1963806152344,4.29775,0.0,7625336.5
182,309.2070617675781,4.307883333333334,0.0,3925916.75
183,333.20703125,4.307883333333334,0.0,1949829.0
184,413.2542419433594,4.307883333333334,0.0,1060571.75
185,379.21246337890625,4.307883333333334,0.0,583108.5
186,301.1807861328125,4.318066666666667,0.0,4867146.0
187,291.1966552734375,4.416633333333333,0.0,568603.25
188,253.18055725097656,4.438383333333333,0.0,1070773.75
189,283.2276916503906,4.477766666666667,0.0,6724154.5
19,173.9253387451172,0.3257333333333333,2597726.25,0.0
190,295.2276306152344,4.487966666666667,0.0,2.966602E7
191,425.18548583984375,4.487966666666667,0.0,497749.125
192,395.1526184082031,4.497533333333333,0.0,516987.625
193,667.5158081054688,4.497533333333333,0.0,368166.1875
194,610.4183349609375,4.531033333333334,0.0,2254912.75
195,627.408935546875,4.531033333333334,0.0,653706.1875
196,699.3812255859375,4.531033333333334,0.0,309881.15625
197,251.16490173339844,4.601183333333334,0.0,1292146.25
198,533.3294677734375,4.601183333333334,0.0,887703.0
199,433.2803039550781,4.601183333333334,0.0,868414.5
2,352.853759765625,0.23081666666666667,1.0445155E7,0.0
20,188.88687133789062,0.3257333333333333,914280.3125,0.0
200,243.1960906982422,4.609083333333333,0.0,1.0143236E7
201,311.1684875488281,4.629383333333333,0.0,3259949.5
202,361.1994934082031,4.629383333333333,0.0,875256.9375
203,281.21197509765625,4.64855,0.0,2637944.75
204,309.1738586425781,4.64855,0.0,737615.0625
205,311.16888427734375,4.654083333333333,1827837.125,0.0
206,699.380615234375,4.668933333333333,0.0,2403965.25
207,415.2698669433594,4.679133333333334,0.0,4469386.5
208,365.23052978515625,4.70245,0.0,1893164.0
209,397.1682434082031,4.70245,0.0,710932.875
21,144.9223175048828,0.3265166666666667,0.0,4181787.5
210,293.2121887207031,4.77175,0.0,2.527304E7
211,591.4627685546875,4.79115,0.0,1172081.5
212,343.2486267089844,4.8008,0.0,5137885.0
213,297.2431335449219,4.8104000000000005,0.0,2.98681312E8
214,397.1681213378906,4.8104000000000005,0.0,8029684.5
215,617.475830078125,4.8104000000000005,0.0,3989358.5
216,648.4055786132812,4.8104000000000005,0.0,1536075.5
217,595.4940795898438,4.820583333333333,0.0,1.7097144E7
218,243.1960906982422,4.861916666666667,0.0,1682516.875
219,537.3275756835938,4.861916666666667,0.0,854436.8125
22,187.88787841796875,0.3265166666666667,0.0,805254.5
220,313.23834228515625,4.901566666666667,0.0,1.9858472E7
221,381.22564697265625,4.9558,0.0,1239935.5
222,395.1527099609375,4.9660166666666665,0.0,3654641.0
