row ID,row m/z,row retention time,221102_LFX_OK_4_blank_DMSO_1_P1_neg.mzML Peak area,221110_OK_OK_85_OK3_19_V107963_1_neg_PF_taxosel_P1.mzML Peak area
1,231.9313507080078,0.22146666666666667,0.0,3026057.0
10,110.95675659179688,0.3061833333333333,5318610.0,0.0
100,268.0976867675781,2.533166666666667,0.0,1589152.875
101,393.22821044921875,2.5924666666666667,0.0,987909.9375
102,449.2755432128906,2.5924666666666667,0.0,954703.125
103,327.0145263671875,2.602733333333333,0.0,1.0407098E7
104,533.311767578125,2.602733333333333,0.0,698851.9375
105,395.00164794921875,2.602733333333333,0.0,518744.0625
106,211.0393524169922,2.6112166666666665,0.0,6455423.0
107,345.22808837890625,2.6199500000000002,0.0,2820925.75
108,695.4013061523438,2.6199500000000002,0.0,349416.59375
109,169.08599853515625,2.6931000000000003,0.0,6811859.0
11,216.85324096679688,0.3080666666666667,0.0,1184564.5
110,112.98435974121094,2.7095833333333332,2305577.75,0.0
111,343.0457763671875,2.72025,0.0,9134141.0
112,407.24359130859375,2.7304166666666663,0.0,1085296.5
113,329.2331848144531,2.760166666666667,0.0,3.8136284E7
114,459.1911926269531,2.760166666666667,0.0,763850.3125
115,659.4740600585938,2.7704,0.0,528998.75
116,517.316650390625,2.78065,0.0,2963133.0
117,229.14402770996094,2.8205,0.0,2368232.0
118,503.3375244140625,2.8511499999999996,0.0,2.0296726E7
119,571.324951171875,2.8511499999999996,0.0,1786285.5
12,187.88807678222656,0.3156833333333333,833407.8125,0.0
120,1007.6825561523438,2.8511499999999996,0.0,1007920.0
121,599.3252563476562,2.8511499999999996,0.0,383807.21875
122,175.9586181640625,2.8745333333333334,347692.84375,0.0
123,174.95523071289062,2.9050333333333334,9551594.0,0.0
124,501.3219909667969,2.9318,0.0,2.7692968E7
125,569.3092651367188,2.9318,0.0,1788677.625
126,631.280517578125,2.9318,0.0,594965.6875
127,533.3480224609375,2.9824833333333336,0.0,1751445.25
128,330.2365417480469,3.0008833333333333,0.0,2312500.0
129,195.10179138183594,3.0008833333333333,0.0,751769.75
13,116.9272232055664,0.31679999999999997,0.0,1.6424748E7
130,315.18115234375,3.0008833333333333,0.0,531468.25
131,187.13296508789062,3.0105,0.0,5491007.0
132,565.3380126953125,3.0404666666666667,0.0,2823044.0
133,727.4060668945312,3.0404666666666667,0.0,744732.5
134,377.2332458496094,3.0404666666666667,0.0,650979.4375
135,327.2175598144531,3.0507166666666667,0.0,4581820.0
136,559.3270874023438,3.0609166666666665,0.0,647092.75
137,493.31671142578125,3.0609166666666665,0.0,501225.0
138,329.23321533203125,3.1011666666666664,0.0,1.5604775E7
139,421.25933837890625,3.121566666666667,0.0,1100866.25
14,144.92234802246094,0.31679999999999997,0.0,5095890.0
140,447.1923828125,3.1317999999999997,0.0,1577214.375
141,243.1597137451172,3.1491,0.0,2251420.75
142,183.10162353515625,3.1908499999999997,0.0,817877.375
143,1007.6823120117188,3.2010666666666667,0.0,1619833.375
144,633.295654296875,3.2010666666666667,0.0,779878.0
145,471.3111267089844,3.2010666666666667,0.0,704024.0
146,507.2601318359375,3.2113333333333336,0.0,597007.75
147,553.266357421875,3.2210166666666664,0.0,530894.8125
148,485.2906188964844,3.27225,0.0,2817981.5
149,431.2283630371094,3.27225,0.0,502453.03125
15,110.95665740966797,0.31679999999999997,0.0,4893396.5
150,331.2489013671875,3.3013333333333335,0.0,1739677.25
151,529.316650390625,3.3206166666666665,0.0,1687831.0
152,485.32659912109375,3.3308666666666666,0.0,3.9318472E7
153,531.3322143554688,3.3308666666666666,0.0,3.7347636E7
154,971.6607055664062,3.3308666666666666,0.0,4321661.0
155,553.3140869140625,3.3308666666666666,0.0,2525970.5
156,581.3142700195312,3.3308666666666666,0.0,500837.8125
157,305.175537109375,3.3408,0.0,1715635.875
158,987.6558227539062,3.3408,0.0,1155071.875
159,615.2842407226562,3.3408,0.0,941659.875
16,144.92245483398438,0.3257333333333333,6074631.0,0.0
160,293.1757507324219,3.3832166666666668,0.0,1249358.875
161,293.17608642578125,3.3873166666666665,548782.5,0.0
162,515.3004760742188,3.4036,0.0,1096974.125
163,725.3904418945312,3.4036,0.0,845800.25
164,309.2070007324219,3.4360833333333334,0.0,4880936.5
165,431.3162536621094,3.4454833333333337,0.0,840010.125
166,501.3218078613281,3.4858166666666666,0.0,1.5822469E7
167,311.2226257324219,3.4858166666666666,0.0,9350045.0
168,569.30859375,3.4858166666666666,0.0,666766.4375
169,459.31134033203125,3.503633333333333,0.0,3399825.0
17,173.9253387451172,0.3257333333333333,2597726.25,0.0
170,473.32672119140625,3.5138666666666665,0.0,5556648.5
171,487.3421325683594,3.5345166666666668,0.0,3.0048288E7
172,555.3297729492188,3.5345166666666668,0.0,1716802.25
173,587.2677001953125,3.5345166666666668,0.0,461438.90625
174,975.6920166015625,3.54405,0.0,9843019.0
175,617.3008422851562,3.583666666666667,0.0,706312.375
176,281.17559814453125,3.61495,0.0,731757.3125
177,577.3383178710938,3.6251166666666665,0.0,397094.59375
178,677.3692626953125,3.635366666666667,0.0,750993.3125
179,679.3841552734375,3.655066666666667,0.0,1601031.0
18,188.88687133789062,0.3257333333333333,914280.3125,0.0
180,506.19293212890625,3.655066666666667,0.0,1300961.625
