rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
67	C30H51N5O6	[M - H]-	C30H51N5O6	0.9999999999999999	40.26546499503464	37.27655671683427	2.9889082782003698	11	0.8173739057195957	-1.7986241375229377	1.7986241375229377	-3.3000066625235367		576.37476	337.532	392_2211_392
68	C41H52N4O3	[M - H]-	C41H52N4O3	0.9999999999999999	40.144456231540126	34.123842747291484	6.020613484248639	12	0.9249330386864876	0.7231597793203554	1.8670949193966242	-27822.5962221664		647.39502	316.618	351_2211_351
69	C28H44O4	[M - H]-	C28H44O4	0.9999999999999999	39.52249286320083	35.69048830405276	3.832004559148076	9	0.3457969491176201	-1.562499255184676	1.562499255184676	-40627.51031991482		443.31641	353.324	423_2211_423
70	C29H46O4	[M - H]-	C29H46O4	0.9999999999999999	39.26827431097412	35.558784755661556	3.7094895553125684	8	0.3783729190186868	0.1758179914724298	1.949405465630385	-1.1280058295627073		457.33182	350.155	413_2211_413
71	C36H54N4O5	[M - H]-	C36H54N4O5	0.9999999999999999	39.00451872223635	39.00451872223635	0.0	14	0.8821429696378	-0.7898866391582435	1.7206812163652005	-4.000923965291962		621.39966	329.55	377_2211_377
72	C32H48O6	[M - H]-	C32H48O6	0.9999999999999999	38.60607552558587	35.3850407868022	3.2210347387836693	6	0.859894725306817	-1.096653153304591	1.096653153304591	-34154.915664106855		527.33722	316.618	352_2211_352
73	C29H46O4	[M - H]-	C29H46O4	0.9999999999999999	38.3002414198107	31.979108523439756	6.321132896370946	8	0.360909437786504	0.9978079819394183	2.0229750007766643	-0.9278167856553279		457.33191	367.306	442_2211_442
74	C33H48O9	[M - H]-	C33H48O9	0.9999999999999999	37.61643468078068	29.775768905575497	7.840665775205181	8	0.8774864028314867	-1.1058622135468354	1.1058622135468354	-4.54847532018506		587.31989	149.99	95_2211_95
75	C12H20O5	[M - H]-	C12H20O5	0.9999999999999999	37.42448998012597	31.812995615659588	5.611494364466383	8	0.13766659662713449	-3.8091363035344785	3.8091363035344785	-74081.77688075909		243.12335	107.381	57_2211_57
76	C34H64O6	[M - H]-	C34H64O6	0.9999999999999999	37.376589826499995	37.376589826499995	0.0	7	0.8004748474409057	-1.5460715871111825	1.5460715871111825	-0.7539998259167613		567.46259	429.537	555_2211_555
77	C39H56O7	[M + CH2O2 - H]-	C40H58O9	0.9999999999999999	37.366194009649426	37.366194009649426	0.0	5	0.11088628205744813	-0.2013205669275502	0.6833320771233883	-0.7006073301587848		681.40033	252.798	244_2211_244
78	C13H26N4O2	[M + Cl]-	C13H26N4O2	0.9999999999999999	36.80287305160855	36.80287305160855	0.0	20	0.7687329945479014	0.5811588808968262	1.9542091977157643	1.834280266645133		305.17554	200.448	157_2211_157
79	C11H18O5	[M - H]-	C11H18O5	0.9999999999999999	36.734766233024246	33.506857702841664	3.227908530182581	4	0.4719033654433962	-3.2119362545231955	3.2119362545231955	-2.300162042092488		229.10762	87.645	39_2211_39
80	C29H40O4	[M - H]-	C29H40O4	0.9999999999999999	36.70476143622969	33.418136537376206	3.2866248988534794	10	0.6601916772850952	-0.5247536993291264	1.136350752755669	-1.9232369392248472		451.28452	299.122	325_2211_325
81	C27H42O5	[M - H]-	C27H42O5	0.9999999999999999	36.62397761912911	32.802211898318646	3.821765720810458	6	0.6593022305253046	-0.6030460701932996	0.6030460701932996	-0.5910173066551978		445.29568	312.947	348_2211_348
82	C29H46O5	[M - H]-	C29H46O5	0.9999999999999999	36.45153018176347	30.011347723199847	6.440182458563619	7	0.6837296679512249	-0.8914839967426447	1.0487700584425623	-1.0487700584425623		473.32675	338.105	393_2211_393
83	C22H32N4O5	[M - H]-	C22H32N4O5	0.9999999999999999	36.4082392306503	31.597816869546136	4.810422361104166	9	0.8164224871481629	1.9846473671295857	3.4347926107099953	-41769.50512239391		431.22836	196.335	149_2211_149
84	C40H58O8	[M - H]-	C40H58O8	0.9999999999999999	36.28546890434325	27.095751135418052	9.189717768925195	5	0.9418138689213017	-0.8540923165480199	0.8540923165480199	-0.4715178807478815		665.40558	307.004	337_2211_337
85	C18H34O3	[M + CH2O2 - H]-	C19H36O5	0.9999999999999999	35.908393539463276	35.908393539463276	0.0	3	0.07949711888059642	-0.8930642268561552	1.1212238893770488	-0.9032977543042424		343.24869	288.453	306_2211_306
86	C27H46N4O7	[M - H]-	C27H46N4O7	0.9999999999999999	35.68352903846861	30.74475628371041	4.938772754758203	10	0.9296101135474956	-1.3719739447951966	2.7894761126782437	-3.2319967198661796		537.32764	308.719	341_2211_341
87	C29H50O5	[M - H]-	C29H50O5	0.9999999999999999	35.63299548646233	32.22134245810142	3.411653028360906	11	0.6031219708377504	-2.4995588289149655	3.107449739926074	-37730.29425781472		477.35825	343.521	399_2211_399
88	C40H58O8	[M - H]-	C40H58O8	0.9999999999999999	35.177409107086746	25.988879622131073	9.188529484955675	6	0.9400375528808714	0.4313821950611739	1.427182465953703	-0.3797915992252075		665.40564	288.453	304_2211_304
89	C36H54N4O5	[M - H]-	C36H54N4O5	0.9999999999999999	34.96320845110144	34.96320845110144	0.0	10	0.5937416376397818	-0.09581482401320936	2.6556246748232777	-57970.27893065128		621.40051	370.245	451_2211_451
90	C28H46O7	[M - H]-	C28H46O7	0.9999999999999999	34.71332667781869	31.01874413764696	3.6945825401717336	4	0.8645240839213939	-2.4574038890476575	2.4574038890476575	-0.7417833608871219		493.31671	183.655	137_2211_137
91	C39H64O8	[M - H]-	C39H64O8	0.9999999999999999	34.586793781107694	34.586793781107694	0.0	6	0.6712940810558017	-0.21957905957313326	0.7363128301994744	-27311.601798502907		659.45270	275.857	283_2211_283
92	C31H50O6	[M - H]-	C31H50O6	0.9999999999999999	34.53611482858125	30.89245909233139	3.6436557362498583	4	0.4901344739840498	1.2742574073572253	1.2742574073572253	-1.1957595963689405		517.35284	231.557	197_2211_197
93	C34H64O6	[M - H]-	C34H64O6	0.9999999999999999	34.45852126277981	27.931863507076333	6.526657755703479	5	0.7827478285359223	-0.646441729099938	1.1478489769113205	-0.646441729099938		567.46265	411.272	528_2211_528
94	C35H54N4O5	[M - H]-	C35H54N4O5	0.9999999999999999	34.45138554691665	28.245365129990745	6.206020416925901	19	0.9591337632548225	-1.8078958890088432	2.2440522709764825	-29557.75419521963		609.40021	336.956	389_2211_389
95	C20H40O3	[M - H]-	C20H40O3	0.9999999999999999	34.32422098415586	26.288395984119767	8.035825000036093	6	0.905327805765465	-0.925681262866164	1.9985721094690718	-55030.58438326551		327.29007	403.005	510_2211_510
96	C5H12N4O2	[M + Cl]-	C5H12N4O2	0.9999999999999999	34.28743521012973	33.15781627150834	1.1296189386213928	5	0.8624018669451267	-0.9659895642067501	1.4109060499297803	0.32726827569946354		195.06549	62.024	28_2211_28
97	C29H46O5	[M - H]-	C29H46O5	0.9999999999999999	34.14165842304121	30.515368116634104	3.626290306407104	6	0.7142081062545587	-1.0550284509780008	1.0550284509780008	-1.3066690078781242		473.32663	319.494	359_2211_359
98	C28H46O4	[M - H]-	C28H46O4	0.9999999999999999	34.01711347543019	30.394735572750346	3.6223779026798484	8	0.7211260038791639	-1.1584012996795348	1.1584012996795348	-40444.180819893445		445.33182	378.462	470_2211_470
99	C29H50O4	[M - H]-	C29H50O4	0.9999999999999999	33.96680354245886	25.692073576066466	8.274729966392396	7	0.7080869201565699	-1.4913882344746705	1.6315236727029698	-1.4913882344746705		461.36295	404.658	517_2211_517
100	C15H19F3N4O2	[M - H]-	C15H19F3N4O2	0.9999999999999999	33.640487041485486	33.640487041485486	0.0	7	0.6609193715237641	-1.1169055664658545	1.5535794258099704	2.8426227565586184		343.13971	101.99	46_2211_46
101	C31H49NO6	[M - H]-	C31H49NO6	0.9999999999999999	33.1462790606719	26.940011087044898	6.2062679736270026	7	0.6908840296651053	1.0073398398835232	2.0073682771644084	-33960.840754175086		530.34821	367.306	446_2211_446
