feature_id	component_id	mz
349	-1	463.2911071777344
35	1	213.07620239257812
350	3	231.9314117431641
351	1	647.39501953125
352	1	527.3372192382812
353	1	693.400634765625
354	1	715.3829345703125
355	1	641.4419555664062
356	-1	269.21197509765625
357	1	687.4476928710938
358	1	499.3422546386719
359	1	473.3266296386719
36	1	349.1502990722656
360	1	453.33746337890625
361	-1	609.4008178710938
362	12	271.2276611328125
363	-1	437.3050537109375
364	24	246.88629150390625
365	34	465.3215637207031
366	1	528.3690795898438
367	1	645.3786010742188
368	1	551.3404541015625
369	1	455.3525085449219
37	-1	193.0497589111328
370	1	911.7125854492188
371	1	459.31109619140625
372	1	501.3580322265625
373	1	555.277587890625
374	1	933.694091796875
375	1	116.92709350585938
376	1	523.33984375
377	1	621.399658203125
378	1	601.2818603515625
379	1	479.3373107910156
38	33	159.10159301757812
380	14	339.1994934082031
381	1	471.3110656738281
382	2	571.2361450195312
383	7	239.05941772460935
384	7	507.1216125488281
385	1	271.2276306152344
386	12	285.2432861328125
387	14	339.1998291015625
388	1	355.2851257324219
389	1	609.4002075195312
39	1	229.1076202392578
390	1	439.3212585449219
391	1	485.3267822265625
392	9	576.374755859375
393	1	473.3267517089844
394	2	573.2520751953125
395	1	947.6610107421876
396	-1	541.31396484375
397	1	617.38427734375
398	1	116.92730712890624
399	4	477.3582458496094
4	11	235.9256591796875
40	-1	215.12828063964844
400	1	621.400390625
401	1	739.3370971679688
402	2	721.32568359375
403	1	467.33734130859375
404	-1	593.2545166015625
405	1	453.3370361328125
406	1	499.3425903320313
407	1	907.6815795898438
408	1	553.2623291015625
409	1	526.3534545898438
41	1	259.11846923828125
410	1	929.6631469726562
411	1	521.3241577148438
412	-1	653.4260864257812
413	1	457.3318176269531
414	-1	655.4422607421875
415	1	1077.7598876953125
416	1	623.4159545898438
417	1	741.3521118164062
418	1	459.3112487792969
419	1	1247.838623046875
42	1	229.10769653320312
420	2	723.3411254882812
421	1	691.4036254882812
422	1	369.3006896972656
423	1	443.31640625
424	-1	681.2958984375
425	1	753.2261962890625
426	9	621.400634765625
427	-1	431.2647705078125
428	9	651.4112548828125
429	1	507.3687438964844
43	1	185.08094787597656
430	1	429.3009643554687
431	-1	635.4163818359375
432	1	529.2260131835938
433	1	471.3111267089844
434	9	633.400634765625
435	1	601.3895874023438
436	1	323.259033203125
437	9	639.4102172851562
438	1	441.3005065917969
439	-1	637.431884765625
44	1	261.1341247558594
440	1	473.3268737792969
441	1	483.3473815917969
442	1	457.3319091796875
443	1	631.3997802734375
444	1	677.4055786132812
445	1	557.2574462890625
446	1	530.3482055664062
447	1	355.3215637207031
448	7	239.05943298339844
449	7	581.140625
45	5	329.121826171875
450	9	635.416259765625
451	9	621.4005126953125
452	-1	625.4474487304688
453	1	516.3328857421875
454	2	543.2415771484375
455	1	723.341552734375
456	9	651.4111328125
457	1	116.92710876464844
458	3	374.1318054199219
459	2	355.1579895019531
46	-1	343.13970947265625
460	6	144.9221954345703
461	3	594.3954467773438
462	1	459.3117370605469
463	2	353.16351318359375
464	1	511.472900390625
465	1	475.3419494628906
466	1	631.3994140625
467	1	485.34820556640625
468	-1	633.400634765625
469	-1	509.3842468261719
47	1	187.09652709960935
470	-1	445.3318176269531
471	9	653.4268188476562
472	1	725.3569946289062
473	1	1041.7603759765625
474	-1	381.3371276855469
475	2	533.2572021484375
476	1	721.4132080078125
477	1	433.3319091796875
478	1	415.3214111328125
479	-1	637.4319458007812
48	5	397.1839904785156
480	1	457.3321533203125
481	1	507.3699340820313
482	1	499.3640441894531
483	2	559.2728271484375
484	1	532.3640747070312
485	1	625.4468383789062
486	1	919.702880859375
487	1	665.4269409179688
488	1	1049.7666015625
489	31	429.3372497558594
49	-1	125.09579467773438
490	9	635.4163208007812
491	1	793.510498046875
492	1	427.3213806152344
493	-1	805.5106201171875
494	-1	509.3843688964844
495	2	369.1735229492187
496	6	457.2257995605469
497	1	895.7024536132812
498	2	547.2726440429688
499	1	515.3347778320312
5	3	261.85064697265625
50	17	271.0497741699219
500	1	917.684814453125
501	1	520.3637084960938
502	1	429.3367919921875
503	1	527.334716796875
504	1	459.3474731445313
505	1	919.702392578125
506	1	941.6835327148438
507	7	655.1596069335938
508	32	417.3370361328125
509	1	529.3502807617188
51	22	332.0197448730469
510	1	327.2900695800781
511	1	534.3793334960938
512	1	789.6611938476562
513	3	284.8413391113281
514	1	256.8462219238281
515	1	116.92727661132812
516	2	559.2948608398438
517	1	461.3629455566406
518	1	923.733642578125
519	2	561.2880859375
52	1	287.02227783203125
520	1	945.7152709960938
521	6	144.92210388183594
522	1	116.92701721191406
523	2	383.1888732910156
524	1	524.3593139648438
525	2	602.2908935546875
526	1	531.36865234375
527	17	489.3582153320313
528	1	567.462646484375
529	-1	667.3883666992188
53	1	227.0918731689453
530	1	441.3370666503906
531	6	441.2310485839844
532	1	369.30078125
